locus_tag	ftype	length_bp	gene	EC_number	COG	product
PIDOOLCM_03810	CDS	987	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
PIDOOLCM_03811	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
PIDOOLCM_03812	CDS	813	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
PIDOOLCM_03813	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
PIDOOLCM_03814	CDS	549	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
PIDOOLCM_03815	CDS	636	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
PIDOOLCM_03816	CDS	294	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
PIDOOLCM_03817	CDS	255	ibaG		COG5007	Acid stress protein IbaG
PIDOOLCM_03818	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
PIDOOLCM_03819	CDS	288				hypothetical protein
PIDOOLCM_03820	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
PIDOOLCM_03821	CDS	312	rplU		COG0261	50S ribosomal protein L21
PIDOOLCM_03822	CDS	258	rpmA		COG0211	50S ribosomal protein L27
PIDOOLCM_03823	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
PIDOOLCM_03824	CDS	1173	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
PIDOOLCM_03825	CDS	1044	basS	2.7.13.3		Sensor protein BasS
PIDOOLCM_03826	CDS	663	basR			Transcriptional regulatory protein BasR
PIDOOLCM_03827	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
PIDOOLCM_03828	CDS	477	greA		COG0782	Transcription elongation factor GreA
PIDOOLCM_03829	CDS	333	yhbY		COG1534	RNA-binding protein YhbY
PIDOOLCM_03830	CDS	627	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
PIDOOLCM_03831	CDS	1944	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
PIDOOLCM_03832	CDS	849	folP	2.5.1.15	COG0294	Dihydropteroate synthase
PIDOOLCM_03833	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
PIDOOLCM_03834	CDS	333	secG		COG1314	Protein-export membrane protein SecG
PIDOOLCM_03835	tRNA	87				tRNA-Leu(gag)
PIDOOLCM_03836	CDS	1347	argG	6.3.4.5	COG0137	Argininosuccinate synthase
PIDOOLCM_03837	tRNA	77				tRNA-Met(cat)
PIDOOLCM_03838	CDS	453	rimP		COG0779	Ribosome maturation factor RimP
PIDOOLCM_03839	CDS	1503	nusA		COG0195	Transcription termination/antitermination protein NusA
PIDOOLCM_03840	CDS	2691	infB		COG0532	Translation initiation factor IF-2
PIDOOLCM_03841	CDS	405	rbfA		COG0858	30S ribosome-binding factor
PIDOOLCM_03842	CDS	951	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
PIDOOLCM_03843	CDS	270	rpsO		COG0184	30S ribosomal protein S15
PIDOOLCM_03844	CDS	90				hypothetical protein
PIDOOLCM_03845	CDS	2139	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
PIDOOLCM_03846	CDS	885	nlpI		COG4785	Lipoprotein NlpI
PIDOOLCM_03847	CDS	1896	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
PIDOOLCM_03848	CDS	1245	mtr		COG0814	Tryptophan-specific transport protein
PIDOOLCM_03849	CDS	1008				hypothetical protein
PIDOOLCM_03850	CDS	879				hypothetical protein
PIDOOLCM_03851	CDS	996	yhbU	3.4.-.-	COG0826	putative protease YhbU
PIDOOLCM_03852	CDS	567	ubiJ_1			Ubiquinone biosynthesis accessory factor UbiJ
PIDOOLCM_03853	CDS	504				hypothetical protein
PIDOOLCM_03854	CDS	330				hypothetical protein
PIDOOLCM_03855	CDS	435				hypothetical protein
PIDOOLCM_03856	CDS	519	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
PIDOOLCM_03857	CDS	645				hypothetical protein
PIDOOLCM_03858	CDS	1038				hypothetical protein
PIDOOLCM_03859	CDS	576	osmY_3		COG2823	Osmotically-inducible protein Y
PIDOOLCM_03860	CDS	591	diaA		COG0279	DnaA initiator-associating protein DiaA
PIDOOLCM_03861	CDS	396				hypothetical protein
PIDOOLCM_03862	CDS	2160	lpoA		COG3107	Penicillin-binding protein activator LpoA
PIDOOLCM_03863	CDS	864	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
PIDOOLCM_03864	CDS	981			COG3177	putative protein
PIDOOLCM_03865	CDS	1890				hypothetical protein
PIDOOLCM_03866	CDS	873	kbaY	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
PIDOOLCM_03867	CDS	1149	agaS	3.5.99.-	COG2222	Putative D-galactosamine-6-phosphate deaminase AgaS
PIDOOLCM_03868	CDS	1134	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
PIDOOLCM_03869	CDS	435	manX_2	2.7.1.191		PTS system mannose-specific EIIAB component
PIDOOLCM_03870	CDS	879	manZ_2		COG3716	PTS system mannose-specific EIID component
PIDOOLCM_03871	CDS	780	agaC		COG3715	N-acetylgalactosamine permease IIC component 1
PIDOOLCM_03872	CDS	474	levE	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
PIDOOLCM_03873	CDS	1296	kbaZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ
PIDOOLCM_03874	CDS	810	srlR_2		COG1349	Glucitol operon repressor
PIDOOLCM_03875	CDS	1572	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
PIDOOLCM_03876	CDS	771	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
PIDOOLCM_03877	CDS	891	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
PIDOOLCM_03878	CDS	636				hypothetical protein
PIDOOLCM_03879	CDS	921	tsaR_3			HTH-type transcriptional regulator TsaR
PIDOOLCM_03880	CDS	990	tdcB	4.3.1.19	COG1171	L-threonine dehydratase catabolic TdcB
PIDOOLCM_03881	CDS	1332	tdcC		COG0814	Threonine/serine transporter TdcC
PIDOOLCM_03882	CDS	1209	tdcD	2.7.2.15	COG0282	Propionate kinase
PIDOOLCM_03883	CDS	2295	tdcE	2.3.1.-	COG1882	PFL-like enzyme TdcE
PIDOOLCM_03884	CDS	411				hypothetical protein
PIDOOLCM_03885	CDS	702	yhaK		COG1741	Pirin-like protein YhaK
PIDOOLCM_03886	CDS	903	yhaJ_2			HTH-type transcriptional regulator YhaJ
PIDOOLCM_03887	CDS	366	yhaH		COG3152	Inner membrane protein YhaH
PIDOOLCM_03888	CDS	987	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
PIDOOLCM_03889	CDS	393	yqjF		COG2259	Inner membrane protein YqjF
PIDOOLCM_03890	CDS	297				hypothetical protein
PIDOOLCM_03891	CDS	399	yqjE		COG5393	Inner membrane protein YqjE
PIDOOLCM_03892	CDS	306	yqjD		COG4575	putative protein YqjD
PIDOOLCM_03893	CDS	369	yqjC_1			Protein YqjC
PIDOOLCM_03894	CDS	384	mzrA			Modulator protein MzrA
PIDOOLCM_03895	CDS	663	yqjA_2		COG0586	Inner membrane protein YqjA
PIDOOLCM_03896	CDS	777	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
PIDOOLCM_03897	CDS	1299	exuT_2			Hexuronate transporter
PIDOOLCM_03898	CDS	1413	uxaC_2	5.3.1.12	COG1904	Uronate isomerase
PIDOOLCM_03899	CDS	1488	uxaA	4.2.1.7	COG2721	Altronate dehydratase
PIDOOLCM_03900	CDS	1242	sstT		COG3633	Serine/threonine transporter SstT
PIDOOLCM_03901	CDS	966	alx_2		COG0861	Putative membrane-bound redox modulator Alx
PIDOOLCM_03902	CDS	999	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
PIDOOLCM_03903	CDS	504	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
PIDOOLCM_03904	CDS	1137	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
PIDOOLCM_03905	CDS	2022	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
PIDOOLCM_03906	CDS	1593	lsrK	2.7.1.189	COG1070	Autoinducer-2 kinase
PIDOOLCM_03907	CDS	969	lsrR		COG2390	Transcriptional regulator LsrR
PIDOOLCM_03908	CDS	1488	lsrA	3.6.3.-	COG1129	Autoinducer 2 import ATP-binding protein LsrA
PIDOOLCM_03909	CDS	1032	lsrC		COG1172	Autoinducer 2 import system permease protein LsrC
PIDOOLCM_03910	CDS	978	lsrD			Autoinducer 2 import system permease protein LsrD
PIDOOLCM_03911	CDS	1002	lsrB			Autoinducer 2-binding protein LsrB
PIDOOLCM_03912	CDS	888	lsrF	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
PIDOOLCM_03913	CDS	294	lsrG_2	5.3.1.32	COG1359	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
PIDOOLCM_03914	CDS	849	dapA_3	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
PIDOOLCM_03915	CDS	687				hypothetical protein
PIDOOLCM_03916	CDS	603				hypothetical protein
PIDOOLCM_03917	CDS	1380	patA	2.6.1.82	COG4992	Putrescine aminotransferase
PIDOOLCM_03918	CDS	1521	aer		COG0840	Aerotaxis receptor
PIDOOLCM_03919	CDS	1560				hypothetical protein
PIDOOLCM_03920	CDS	495	yqjI		COG1695	Transcriptional regulator YqjI
PIDOOLCM_03921	CDS	765	yqjH	1.16.1.9	COG2375	NADPH-dependent ferric-chelate reductase
PIDOOLCM_03922	CDS	1170				hypothetical protein
PIDOOLCM_03923	CDS	1860	etk_2	2.7.10.-	COG0489	Tyrosine-protein kinase etk
PIDOOLCM_03924	CDS	1140				hypothetical protein
PIDOOLCM_03925	CDS	627	bvgA_2			Virulence factors putative positive transcription regulator BvgA
PIDOOLCM_03926	CDS	1650				hypothetical protein
PIDOOLCM_03927	CDS	1035	cdiA	3.1.-.-	COG3210	16S rRNA endonuclease CdiA
PIDOOLCM_03928	CDS	8898				hypothetical protein
PIDOOLCM_03929	CDS	303				hypothetical protein
PIDOOLCM_03930	CDS	678				hypothetical protein
PIDOOLCM_03931	CDS	108				hypothetical protein
PIDOOLCM_03932	CDS	630	bvgA_3			Virulence factors putative positive transcription regulator BvgA
PIDOOLCM_03933	CDS	3189	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
PIDOOLCM_03934	CDS	429	yqjC_2			Protein YqjC
PIDOOLCM_03935	CDS	2115	fimD_3		COG3188	Outer membrane usher protein FimD
PIDOOLCM_03936	CDS	684				hypothetical protein
PIDOOLCM_03937	CDS	1035	xerC_2			Tyrosine recombinase XerC
PIDOOLCM_03938	CDS	576				hypothetical protein
PIDOOLCM_03939	CDS	264				hypothetical protein
PIDOOLCM_03940	CDS	339				hypothetical protein
PIDOOLCM_03941	CDS	228				hypothetical protein
PIDOOLCM_03942	CDS	222				hypothetical protein
PIDOOLCM_03943	CDS	1962				hypothetical protein
PIDOOLCM_03944	CDS	441				hypothetical protein
PIDOOLCM_03945	CDS	204				hypothetical protein
PIDOOLCM_03946	CDS	222				hypothetical protein
PIDOOLCM_03947	CDS	510	rrrD_3	3.2.1.17	COG3772	Lysozyme RrrD
PIDOOLCM_03948	CDS	414				hypothetical protein
PIDOOLCM_03949	CDS	159				hypothetical protein
PIDOOLCM_03950	CDS	468				hypothetical protein
PIDOOLCM_03951	CDS	624				hypothetical protein
PIDOOLCM_03952	CDS	351				hypothetical protein
PIDOOLCM_03953	CDS	909				hypothetical protein
PIDOOLCM_03954	CDS	531				hypothetical protein
PIDOOLCM_03955	CDS	2295				hypothetical protein
PIDOOLCM_03956	CDS	423				hypothetical protein
PIDOOLCM_03957	CDS	1194	gpFI_2			Putative prophage major tail sheath protein
PIDOOLCM_03958	CDS	519				hypothetical protein
PIDOOLCM_03959	CDS	309				hypothetical protein
PIDOOLCM_03960	CDS	2448				hypothetical protein
PIDOOLCM_03961	CDS	465				hypothetical protein
PIDOOLCM_03962	CDS	1146				hypothetical protein
PIDOOLCM_03963	CDS	201				hypothetical protein
PIDOOLCM_03964	tRNA	76				tRNA-Met(cat)
PIDOOLCM_03965	CDS	507	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
PIDOOLCM_03966	CDS	501				hypothetical protein
PIDOOLCM_03967	CDS	606	rhiA			Protein RhiA
PIDOOLCM_03968	CDS	471				hypothetical protein
PIDOOLCM_03969	CDS	1848	rpoD		COG0568	RNA polymerase sigma factor RpoD
PIDOOLCM_03970	CDS	1746	dnaG	2.7.7.-	COG0358	DNA primase
PIDOOLCM_03971	CDS	216	rpsU		COG0828	30S ribosomal protein S21
PIDOOLCM_03972	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
PIDOOLCM_03973	CDS	2013				hypothetical protein
PIDOOLCM_03974	CDS	618	ureG			Urease accessory protein UreG
PIDOOLCM_03975	CDS	675	ureF			Urease accessory protein UreF
PIDOOLCM_03976	CDS	540				hypothetical protein
PIDOOLCM_03977	CDS	465	ureE			Urease accessory protein UreE
PIDOOLCM_03978	CDS	1704	ureC	3.5.1.5		Urease subunit alpha
PIDOOLCM_03979	CDS	315	ureB	3.5.1.5		Urease subunit beta
PIDOOLCM_03980	CDS	303	ureA	3.5.1.5		Urease subunit gamma
PIDOOLCM_03981	CDS	828	ureD			Urease accessory protein UreD
PIDOOLCM_03982	CDS	1014	aes	3.1.1.-		Acetyl esterase
PIDOOLCM_03983	CDS	423	ohrR_2			Organic hydroperoxide resistance transcriptional regulator
PIDOOLCM_03984	CDS	1467	csbC			putative metabolite transport protein CsbC
PIDOOLCM_03985	CDS	615	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
PIDOOLCM_03986	CDS	363	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
PIDOOLCM_03987	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
PIDOOLCM_03988	CDS	1242	cca		COG0617	Multifunctional CCA protein
PIDOOLCM_03989	CDS	621				hypothetical protein
PIDOOLCM_03990	CDS	1302	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
PIDOOLCM_03991	CDS	2856	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
PIDOOLCM_03992	CDS	1431	hldE		COG2870	Bifunctional protein HldE
PIDOOLCM_03993	CDS	297	ubiK		COG2960	Ubiquinone biosynthesis accessory factor UbiK
PIDOOLCM_03994	CDS	654	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
PIDOOLCM_03995	CDS	1059				hypothetical protein
PIDOOLCM_03996	CDS	759	papD		COG3121	Chaperone protein PapD
PIDOOLCM_03997	CDS	2436	papC		COG3188	Outer membrane usher protein PapC
PIDOOLCM_03998	CDS	558	ybgD			putative fimbrial-like protein YbgD
PIDOOLCM_03999	CDS	774	zupT		COG0428	Zinc transporter ZupT
PIDOOLCM_04000	CDS	789	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
PIDOOLCM_04001	CDS	1161	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
PIDOOLCM_04002	CDS	666				hypothetical protein
PIDOOLCM_04003	CDS	1479	tolC_2			Outer membrane protein TolC
PIDOOLCM_04004	CDS	633	nudF	3.6.1.13		ADP-ribose pyrophosphatase
PIDOOLCM_04005	CDS	423				hypothetical protein
PIDOOLCM_04006	CDS	828	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
PIDOOLCM_04007	CDS	582				hypothetical protein
PIDOOLCM_04008	CDS	1893	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
PIDOOLCM_04009	CDS	2142	cntO_2		COG1629	Metal-pseudopaline receptor CntO
PIDOOLCM_04010	CDS	813	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
PIDOOLCM_04011	CDS	984	yfiZ		COG0609	putative siderophore transport system permease protein YfiZ
PIDOOLCM_04012	CDS	1041	feuC_1		COG0609	Iron-uptake system permease protein FeuC
PIDOOLCM_04013	CDS	951				hypothetical protein
PIDOOLCM_04014	CDS	888				hypothetical protein
PIDOOLCM_04015	CDS	441	kbp		COG1652	Potassium binding protein Kbp
PIDOOLCM_04016	CDS	315	ygiN	1.-.-.-	COG1359	putative quinol monooxygenase YgiN
PIDOOLCM_04017	CDS	582	mdaB	1.6.5.10	COG2249	NADPH:quinone oxidoreductase MdaB
PIDOOLCM_04018	CDS	1338	qseC	2.7.13.3		Sensor protein QseC
PIDOOLCM_04019	CDS	660	qseB			Transcriptional regulatory protein QseB
PIDOOLCM_04020	CDS	402	ygiW_2		COG3111	Protein YgiW
PIDOOLCM_04021	CDS	2259	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
PIDOOLCM_04022	CDS	738	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
PIDOOLCM_04023	CDS	1413	ftsP		COG2132	Cell division protein FtsP
PIDOOLCM_04024	CDS	1476	trkG		COG0168	Trk system potassium uptake protein TrkG
PIDOOLCM_04025	CDS	2178				hypothetical protein
PIDOOLCM_04026	CDS	828	dkgA	1.1.1.274	COG0656	2,5-diketo-D-gluconic acid reductase A
PIDOOLCM_04027	CDS	1164	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
PIDOOLCM_04028	CDS	900	rhaS_11			HTH-type transcriptional activator RhaS
PIDOOLCM_04029	CDS	660	yghB		COG0586	Inner membrane protein YghB
PIDOOLCM_04030	CDS	1188	metC_2	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
PIDOOLCM_04031	CDS	732	exbB		COG0811	Biopolymer transport protein ExbB
PIDOOLCM_04032	CDS	426	exbD		COG0848	Biopolymer transport protein ExbD
PIDOOLCM_04033	CDS	450				hypothetical protein
PIDOOLCM_04034	CDS	405				hypothetical protein
PIDOOLCM_04035	CDS	504				hypothetical protein
PIDOOLCM_04036	CDS	489				hypothetical protein
PIDOOLCM_04037	CDS	1041	gpr_2	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
PIDOOLCM_04038	CDS	1548				hypothetical protein
PIDOOLCM_04039	CDS	591	comR_3			HTH-type transcriptional repressor ComR
PIDOOLCM_04040	CDS	1056	iolE_3	4.2.1.44		Inosose dehydratase
PIDOOLCM_04041	CDS	897		3.3.2.10		Soluble epoxide hydrolase
PIDOOLCM_04042	CDS	903	nlhH_1	3.1.1.1	COG0657	Carboxylesterase NlhH
PIDOOLCM_04043	CDS	804				hypothetical protein
PIDOOLCM_04044	CDS	324				hypothetical protein
PIDOOLCM_04045	CDS	123				hypothetical protein
PIDOOLCM_04046	CDS	867	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
PIDOOLCM_04047	CDS	1590	appA_2			Oligopeptide-binding protein AppA
PIDOOLCM_04048	CDS	954	gsiC_4		COG0601	Glutathione transport system permease protein GsiC
PIDOOLCM_04049	CDS	846	dppC_2		COG1173	Dipeptide transport system permease protein DppC
PIDOOLCM_04050	CDS	978	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
PIDOOLCM_04051	CDS	978	oppF_3		COG4608	Oligopeptide transport ATP-binding protein OppF
PIDOOLCM_04052	CDS	1863	gss		COG0754	Bifunctional glutathionylspermidine synthetase/amidase
PIDOOLCM_04053	CDS	1107				hypothetical protein
PIDOOLCM_04054	CDS	429				hypothetical protein
PIDOOLCM_04055	CDS	1332	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
PIDOOLCM_04056	CDS	1938	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
PIDOOLCM_04057	CDS	2481	pgaA			Poly-beta-1,6-N-acetyl-D-glucosamine export protein
PIDOOLCM_04058	CDS	579				hypothetical protein
PIDOOLCM_04059	CDS	3003				hypothetical protein
PIDOOLCM_04060	CDS	315				hypothetical protein
PIDOOLCM_04061	CDS	633	exaE			Transcriptional activator protein ExaE
PIDOOLCM_04062	CDS	1788	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
PIDOOLCM_04063	CDS	294				hypothetical protein
PIDOOLCM_04064	CDS	492				hypothetical protein
PIDOOLCM_04065	CDS	222				hypothetical protein
PIDOOLCM_04066	tRNA	76				tRNA-Phe(gaa)
PIDOOLCM_04067	CDS	714				hypothetical protein
PIDOOLCM_04068	CDS	2136	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
PIDOOLCM_04069	CDS	693	citB		COG4565	Transcriptional regulatory protein CitB
PIDOOLCM_04070	CDS	1638	citA_1	2.7.13.3	COG3290	Sensor histidine kinase CitA
PIDOOLCM_04071	CDS	1362	cimH_2		COG3493	Citrate/malate transporter
PIDOOLCM_04072	CDS	864				putative protein
PIDOOLCM_04073	CDS	1023	citC_2	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
PIDOOLCM_04074	CDS	294	citD_2		COG3052	Citrate lyase acyl carrier protein
PIDOOLCM_04075	CDS	876	citE_2	4.1.3.6	COG2301	Citrate lyase subunit beta
PIDOOLCM_04076	CDS	1518	citF_2	4.1.3.6	COG3051	Citrate lyase alpha chain
PIDOOLCM_04077	CDS	540	citX_2	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
PIDOOLCM_04078	CDS	804	citG_3	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
PIDOOLCM_04079	CDS	1257	nupG			Nucleoside permease NupG
PIDOOLCM_04080	CDS	1080	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
PIDOOLCM_04081	CDS	273	yggX		COG2924	putative Fe(2+)-trafficking protein
PIDOOLCM_04082	CDS	1053	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
PIDOOLCM_04083	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
PIDOOLCM_04084	CDS	327			COG3171	putative protein
PIDOOLCM_04085	CDS	717				hypothetical protein
PIDOOLCM_04086	CDS	1149	hemW		COG0635	Heme chaperone HemW
PIDOOLCM_04087	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
PIDOOLCM_04088	CDS	288				hypothetical protein
PIDOOLCM_04089	CDS	567				hypothetical protein
PIDOOLCM_04090	CDS	702	yggS		COG0325	Pyridoxal phosphate homeostasis protein
PIDOOLCM_04091	CDS	981	yggR		COG2805	putative protein YggR
PIDOOLCM_04092	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
PIDOOLCM_04093	CDS	561				hypothetical protein
PIDOOLCM_04094	CDS	948	gshB	6.3.2.3	COG0189	Glutathione synthetase
PIDOOLCM_04095	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
PIDOOLCM_04096	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
PIDOOLCM_04097	CDS	534	sprT			Protein SprT
PIDOOLCM_04098	CDS	1398	galP			Galactose-proton symporter
PIDOOLCM_04099	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
PIDOOLCM_04100	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
PIDOOLCM_04101	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
PIDOOLCM_04102	CDS	1212	lgoT			putative L-galactonate transporter
PIDOOLCM_04103	CDS	324	doxA			Naphthalene 1,2-dioxygenase system, ferredoxin component
PIDOOLCM_04104	CDS	309				hypothetical protein
PIDOOLCM_04105	CDS	1023				hypothetical protein
PIDOOLCM_04106	CDS	750	pldh-t	1.1.1.107		Pyridoxal 4-dehydrogenase
PIDOOLCM_04107	CDS	792	xynR_2		COG1414	HTH-type transcriptional regulator XynR
PIDOOLCM_04108	CDS	927				hypothetical protein
PIDOOLCM_04109	CDS	1188	cmtAa	1.18.1.3	COG0446	p-cumate 2,3-dioxygenase system, ferredoxin--NAD(+) reductase component
PIDOOLCM_04110	CDS	1257	sauU_2			putative sulfoacetate transporter SauU
PIDOOLCM_04111	CDS	531				hypothetical protein
PIDOOLCM_04112	CDS	771	menH_4	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PIDOOLCM_04113	CDS	795	baiA	1.1.1.392		3-alpha-hydroxycholanate dehydrogenase (NADP(+))
PIDOOLCM_04114	CDS	771	nadX	1.4.1.21		L-aspartate dehydrogenase
PIDOOLCM_04115	CDS	1470	betB_3	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
PIDOOLCM_04116	CDS	1641	ilvB_2	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
PIDOOLCM_04117	CDS	1269	oprD	3.4.21.-		Porin D
PIDOOLCM_04118	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
PIDOOLCM_04119	CDS	1992	tktA	2.2.1.1	COG0021	Transketolase 1
PIDOOLCM_04120	CDS	1020	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
PIDOOLCM_04121	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
PIDOOLCM_04122	CDS	1080	fbaA_1	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
PIDOOLCM_04123	CDS	855	mscS		COG0668	Small-conductance mechanosensitive channel
PIDOOLCM_04124	CDS	636	argO		COG1279	Arginine exporter protein ArgO
PIDOOLCM_04125	CDS	741			COG2968	26 kDa periplasmic immunogenic protein
PIDOOLCM_04126	CDS	894	argP_2		COG0583	HTH-type transcriptional regulator ArgP
PIDOOLCM_04127	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
PIDOOLCM_04128	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
PIDOOLCM_04129	CDS	597	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
PIDOOLCM_04130	CDS	330	zapA		COG3027	Cell division protein ZapA
PIDOOLCM_04131	CDS	579				hypothetical protein
PIDOOLCM_04132	CDS	1320	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
PIDOOLCM_04133	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
PIDOOLCM_04134	CDS	1203	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
PIDOOLCM_04135	CDS	1095	gcvT_2	2.1.2.10	COG0404	Aminomethyltransferase
PIDOOLCM_04136	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
PIDOOLCM_04137	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
PIDOOLCM_04138	CDS	744	ygfF	1.-.-.-		putative oxidoreductase YgfF
PIDOOLCM_04139	CDS	1434	bglA_2	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
PIDOOLCM_04140	CDS	732	glvR		COG1737	HTH-type transcriptional regulator GlvR
PIDOOLCM_04141	CDS	660				hypothetical protein
PIDOOLCM_04142	CDS	981	ygfZ		COG0354	tRNA-modifying protein YgfZ
PIDOOLCM_04143	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
